batting_team,bowling_team,city,target_score,current_score,balls_left,wickets_left,crr,rrr,toss_winner,toss_decision,powerplay,recent_performance,result
Delhi Capitals,Chennai Super Kings,Mumbai,162,110,42,4,8.46,7.43,Chennai Super Kings,bat,0,30,1
Royal Challengers Bangalore,Punjab Kings,Jaipur,220,127,50,5,10.89,11.16,Punjab Kings,field,0,51,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,191,43,87,8,7.82,10.21,Rajasthan Royals,bat,1,43,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,151,129,17,6,7.51,7.76,Sunrisers Hyderabad,field,0,46,1
Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,143,51,67,7,5.77,8.24,Rajasthan Royals,bat,0,51,1
Gujarat Titans,Chennai Super Kings,Ahmedabad,155,142,18,7,8.35,4.33,Gujarat Titans,field,0,36,1
Rajasthan Royals,Lucknow Super Giants,Ahmedabad,144,85,60,10,8.5,5.9,Rajasthan Royals,field,0,64,1
Sunrisers Hyderabad,Rajasthan Royals,Delhi,149,102,42,2,7.85,6.71,Rajasthan Royals,bat,0,27,0
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,225,155,33,7,10.69,12.73,Royal Challengers Bangalore,field,0,48,1
Lucknow Super Giants,Punjab Kings,Mumbai,158,55,72,5,6.88,8.58,Punjab Kings,field,0,55,1
Delhi Capitals,Chennai Super Kings,Kolkata,157,102,55,4,9.42,6.0,Chennai Super Kings,bat,0,36,1
Delhi Capitals,Royal Challengers Bangalore,Hyderabad,166,108,44,8,8.53,7.91,Royal Challengers Bangalore,bat,0,40,1
Punjab Kings,Chennai Super Kings,Hyderabad,189,35,90,10,7.0,10.27,Chennai Super Kings,bat,1,35,1
Delhi Capitals,Lucknow Super Giants,Mumbai,211,179,17,2,10.43,11.29,Delhi Capitals,bat,0,44,1
Rajasthan Royals,Mumbai Indians,Jaipur,143,123,18,9,7.24,6.67,Mumbai Indians,bat,0,47,1
Mumbai Indians,Rajasthan Royals,Kolkata,158,72,67,9,8.15,7.7,Mumbai Indians,bat,0,60,1
Punjab Kings,Kolkata Knight Riders,Chennai,163,115,32,7,7.84,9.0,Kolkata Knight Riders,field,0,40,1
Mumbai Indians,Rajasthan Royals,Delhi,156,98,15,7,5.6,23.2,Mumbai Indians,field,0,26,0
Gujarat Titans,Punjab Kings,Lucknow,212,137,36,2,9.79,12.5,Gujarat Titans,field,0,29,1
Royal Challengers Bangalore,Lucknow Super Giants,Hyderabad,205,87,50,6,7.46,14.16,Lucknow Super Giants,bat,0,44,1
Kolkata Knight Riders,Lucknow Super Giants,Lucknow,211,188,27,10,12.13,5.11,Lucknow Super Giants,field,0,61,1
Punjab Kings,Sunrisers Hyderabad,Mumbai,188,37,89,9,7.16,10.18,Sunrisers Hyderabad,field,1,37,1
Rajasthan Royals,Kolkata Knight Riders,Chennai,227,67,86,9,11.82,11.16,Kolkata Knight Riders,field,1,35,1
Lucknow Super Giants,Chennai Super Kings,Jaipur,174,69,66,8,7.67,9.55,Chennai Super Kings,bat,0,29,1
Lucknow Super Giants,Mumbai Indians,Ahmedabad,162,38,83,7,6.16,8.96,Mumbai Indians,field,0,38,1
Sunrisers Hyderabad,Delhi Capitals,Lucknow,207,75,70,7,9.0,11.31,Sunrisers Hyderabad,field,0,38,1
Rajasthan Royals,Delhi Capitals,Chennai,215,142,14,5,8.04,31.29,Rajasthan Royals,bat,0,47,0
Rajasthan Royals,Punjab Kings,Hyderabad,185,109,27,5,7.03,16.89,Punjab Kings,field,0,41,0
Gujarat Titans,Chennai Super Kings,Jaipur,209,113,65,9,12.33,8.86,Chennai Super Kings,bat,0,57,1
Royal Challengers Bangalore,Kolkata Knight Riders,Chandigarh,171,43,87,10,7.82,8.83,Kolkata Knight Riders,bat,1,40,1
Gujarat Titans,Sunrisers Hyderabad,Kolkata,189,155,34,1,10.81,6.0,Gujarat Titans,bat,0,61,1
Lucknow Super Giants,Royal Challengers Bangalore,Bangalore,148,121,33,1,8.34,4.91,Lucknow Super Giants,field,0,26,0
Delhi Capitals,Punjab Kings,Kolkata,199,141,30,8,9.4,11.6,Delhi Capitals,bat,0,35,1
Royal Challengers Bangalore,Punjab Kings,Kolkata,217,77,79,8,11.27,10.63,Royal Challengers Bangalore,bat,0,49,1
Lucknow Super Giants,Delhi Capitals,Hyderabad,211,149,9,9,8.05,41.33,Delhi Capitals,bat,0,51,0
Royal Challengers Bangalore,Gujarat Titans,Bangalore,189,108,29,9,7.12,16.76,Gujarat Titans,bat,0,35,1
Royal Challengers Bangalore,Delhi Capitals,Chandigarh,218,112,62,9,11.59,10.26,Delhi Capitals,bat,0,61,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Chandigarh,214,116,65,8,12.65,9.05,Royal Challengers Bangalore,bat,0,41,1
Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,179,134,39,1,9.93,6.92,Royal Challengers Bangalore,bat,0,39,1
Chennai Super Kings,Royal Challengers Bangalore,Kolkata,153,60,55,4,5.54,10.15,Chennai Super Kings,bat,0,26,1
Lucknow Super Giants,Mumbai Indians,Hyderabad,160,113,23,7,6.99,12.26,Lucknow Super Giants,bat,0,34,1
Delhi Capitals,Kolkata Knight Riders,Kolkata,162,43,78,9,6.14,9.15,Delhi Capitals,field,0,34,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Kolkata,158,101,37,4,7.3,9.24,Royal Challengers Bangalore,field,0,56,1
Mumbai Indians,Gujarat Titans,Bangalore,223,146,42,10,11.23,11.0,Mumbai Indians,field,0,27,1
Rajasthan Royals,Lucknow Super Giants,Chennai,151,103,45,2,8.24,6.4,Lucknow Super Giants,field,0,46,1
Rajasthan Royals,Royal Challengers Bangalore,Delhi,180,117,50,3,10.03,7.56,Rajasthan Royals,field,0,53,1
Rajasthan Royals,Delhi Capitals,Lucknow,174,82,61,4,8.34,9.05,Rajasthan Royals,bat,0,51,1
Gujarat Titans,Kolkata Knight Riders,Chennai,149,112,24,10,7.0,9.25,Gujarat Titans,bat,0,33,1
Delhi Capitals,Sunrisers Hyderabad,Kolkata,146,53,74,8,6.91,7.54,Delhi Capitals,bat,0,49,1
Royal Challengers Bangalore,Delhi Capitals,Bangalore,144,76,50,4,6.51,8.16,Royal Challengers Bangalore,field,0,61,1
Punjab Kings,Lucknow Super Giants,Chandigarh,154,153,6,7,8.05,1.0,Punjab Kings,bat,0,41,1
Mumbai Indians,Delhi Capitals,Ahmedabad,160,157,6,2,8.26,3.0,Mumbai Indians,field,0,39,1
Delhi Capitals,Sunrisers Hyderabad,Chandigarh,174,48,77,6,6.7,9.82,Delhi Capitals,field,0,48,1
Chennai Super Kings,Kolkata Knight Riders,Ahmedabad,217,171,21,5,10.36,13.14,Kolkata Knight Riders,bat,0,42,1
Kolkata Knight Riders,Delhi Capitals,Mumbai,190,114,35,10,8.05,13.03,Delhi Capitals,field,0,33,1
Royal Challengers Bangalore,Gujarat Titans,Hyderabad,152,67,62,9,6.93,8.23,Royal Challengers Bangalore,field,0,47,1
Mumbai Indians,Chennai Super Kings,Chandigarh,202,98,47,2,8.05,13.28,Chennai Super Kings,bat,0,50,1
Royal Challengers Bangalore,Punjab Kings,Hyderabad,216,78,83,7,12.65,9.98,Royal Challengers Bangalore,field,0,35,1
Punjab Kings,Rajasthan Royals,Ahmedabad,215,209,8,6,11.2,4.5,Punjab Kings,field,0,35,1
Punjab Kings,Delhi Capitals,Bangalore,212,120,38,2,8.78,14.53,Delhi Capitals,bat,0,33,1
Delhi Capitals,Royal Challengers Bangalore,Mumbai,216,167,14,1,9.45,21.0,Delhi Capitals,bat,0,53,0
Delhi Capitals,Kolkata Knight Riders,Ahmedabad,161,58,80,9,8.7,7.72,Kolkata Knight Riders,field,0,55,1
Sunrisers Hyderabad,Delhi Capitals,Chennai,178,88,65,5,9.6,8.31,Delhi Capitals,field,0,53,1
Sunrisers Hyderabad,Rajasthan Royals,Lucknow,191,173,22,8,10.59,4.91,Rajasthan Royals,bat,0,38,1
Mumbai Indians,Gujarat Titans,Kolkata,200,130,48,10,10.83,8.75,Gujarat Titans,field,0,47,1
Lucknow Super Giants,Mumbai Indians,Hyderabad,167,67,80,10,10.05,7.5,Mumbai Indians,bat,0,29,1
Lucknow Super Giants,Rajasthan Royals,Jaipur,210,179,14,10,10.13,13.29,Lucknow Super Giants,field,0,28,1
Lucknow Super Giants,Kolkata Knight Riders,Bangalore,197,61,84,8,10.17,9.71,Kolkata Knight Riders,field,0,28,1
Sunrisers Hyderabad,Kolkata Knight Riders,Bangalore,214,135,17,7,7.86,27.88,Sunrisers Hyderabad,bat,0,57,0
Lucknow Super Giants,Sunrisers Hyderabad,Delhi,220,84,56,6,7.88,14.57,Lucknow Super Giants,bat,0,49,1
Mumbai Indians,Royal Challengers Bangalore,Ahmedabad,143,101,32,6,6.89,7.88,Mumbai Indians,bat,0,60,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,161,117,18,7,6.88,14.67,Sunrisers Hyderabad,bat,0,49,1
Sunrisers Hyderabad,Chennai Super Kings,Mumbai,191,167,17,7,9.73,8.47,Sunrisers Hyderabad,bat,0,28,1
Punjab Kings,Delhi Capitals,Bangalore,152,112,33,2,7.72,7.27,Punjab Kings,bat,0,56,0
Lucknow Super Giants,Gujarat Titans,Hyderabad,204,194,21,6,11.76,2.86,Gujarat Titans,field,0,37,1
Royal Challengers Bangalore,Lucknow Super Giants,Jaipur,226,93,51,8,8.09,15.65,Lucknow Super Giants,field,0,59,1
Gujarat Titans,Punjab Kings,Chennai,184,77,68,5,8.88,9.44,Gujarat Titans,bat,0,53,1
Kolkata Knight Riders,Punjab Kings,Ahmedabad,211,156,26,4,9.96,12.69,Punjab Kings,bat,0,63,0
Rajasthan Royals,Gujarat Titans,Hyderabad,171,124,17,7,7.22,16.59,Rajasthan Royals,field,0,63,0
Gujarat Titans,Chennai Super Kings,Delhi,206,152,38,5,11.12,8.53,Gujarat Titans,bat,0,58,1
Sunrisers Hyderabad,Rajasthan Royals,Delhi,168,167,5,4,8.71,1.2,Rajasthan Royals,field,0,34,1
Lucknow Super Giants,Gujarat Titans,Hyderabad,207,166,9,5,8.97,27.33,Gujarat Titans,bat,0,44,0
Rajasthan Royals,Gujarat Titans,Delhi,145,71,51,6,6.17,8.71,Gujarat Titans,field,0,38,1
Lucknow Super Giants,Delhi Capitals,Kolkata,225,208,15,5,11.89,6.8,Lucknow Super Giants,bat,0,32,1
Lucknow Super Giants,Punjab Kings,Bangalore,154,153,14,5,8.66,0.43,Lucknow Super Giants,field,0,55,1
Mumbai Indians,Chennai Super Kings,Ahmedabad,185,79,74,9,10.3,8.59,Mumbai Indians,bat,0,37,1
Delhi Capitals,Mumbai Indians,Delhi,171,38,89,10,7.35,8.97,Mumbai Indians,bat,1,25,1
Chennai Super Kings,Mumbai Indians,Delhi,179,89,60,4,8.9,9.0,Mumbai Indians,field,0,25,1
Rajasthan Royals,Punjab Kings,Ahmedabad,191,76,66,10,8.44,10.45,Punjab Kings,field,0,52,1
Rajasthan Royals,Punjab Kings,Ahmedabad,229,120,50,3,10.29,13.08,Punjab Kings,field,0,26,1
Rajasthan Royals,Lucknow Super Giants,Chandigarh,176,157,9,10,8.49,12.67,Lucknow Super Giants,bat,0,36,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Chandigarh,197,142,34,1,9.91,9.71,Sunrisers Hyderabad,field,0,50,1
Chennai Super Kings,Lucknow Super Giants,Mumbai,192,131,4,10,6.78,91.5,Lucknow Super Giants,field,0,39,0
Rajasthan Royals,Gujarat Titans,Delhi,175,123,12,4,6.83,26.0,Rajasthan Royals,field,0,61,0
Chennai Super Kings,Rajasthan Royals,Chennai,200,57,89,8,11.03,9.64,Rajasthan Royals,field,1,26,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,194,142,15,6,8.11,20.8,Rajasthan Royals,bat,0,29,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,154,63,75,10,8.4,7.28,Sunrisers Hyderabad,bat,0,42,1
Gujarat Titans,Punjab Kings,Hyderabad,164,143,11,6,7.87,11.45,Gujarat Titans,bat,0,40,1
Kolkata Knight Riders,Lucknow Super Giants,Ahmedabad,209,57,90,9,11.4,10.13,Lucknow Super Giants,field,1,48,1
Chennai Super Kings,Gujarat Titans,Kolkata,152,94,47,7,7.73,7.4,Gujarat Titans,field,0,57,1
Chennai Super Kings,Mumbai Indians,Chandigarh,182,73,51,7,6.35,12.82,Chennai Super Kings,bat,0,44,1
Delhi Capitals,Kolkata Knight Riders,Mumbai,147,55,78,6,7.86,7.08,Kolkata Knight Riders,field,0,44,1
Royal Challengers Bangalore,Kolkata Knight Riders,Ahmedabad,199,125,26,8,7.98,17.08,Kolkata Knight Riders,bat,0,34,1
Royal Challengers Bangalore,Chennai Super Kings,Jaipur,154,57,80,8,8.55,7.28,Royal Challengers Bangalore,bat,0,34,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,223,172,11,6,9.47,27.82,Chennai Super Kings,field,0,56,0
Lucknow Super Giants,Chennai Super Kings,Lucknow,156,51,87,7,9.27,7.24,Chennai Super Kings,bat,1,51,1
Lucknow Super Giants,Punjab Kings,Lucknow,188,88,55,4,8.12,10.91,Punjab Kings,field,0,45,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Jaipur,173,93,39,9,6.89,12.31,Royal Challengers Bangalore,field,0,45,1
Mumbai Indians,Kolkata Knight Riders,Jaipur,223,222,3,7,11.38,2.0,Kolkata Knight Riders,field,0,55,1
Gujarat Titans,Chennai Super Kings,Hyderabad,141,105,44,10,8.29,4.91,Chennai Super Kings,bat,0,25,1
Punjab Kings,Kolkata Knight Riders,Jaipur,191,43,87,10,7.82,10.21,Kolkata Knight Riders,field,1,43,1
Sunrisers Hyderabad,Gujarat Titans,Mumbai,223,127,45,2,10.16,12.8,Gujarat Titans,field,0,52,1
Kolkata Knight Riders,Sunrisers Hyderabad,Mumbai,183,75,66,7,8.33,9.82,Sunrisers Hyderabad,bat,0,33,1
Royal Challengers Bangalore,Delhi Capitals,Mumbai,173,60,75,6,8.0,9.04,Royal Challengers Bangalore,field,0,41,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,222,201,15,10,11.49,8.4,Sunrisers Hyderabad,bat,0,52,1
Rajasthan Royals,Gujarat Titans,Lucknow,189,43,84,6,7.17,10.43,Rajasthan Royals,field,0,43,1
Gujarat Titans,Sunrisers Hyderabad,Lucknow,176,138,9,6,7.46,25.33,Gujarat Titans,field,0,36,0
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,180,80,71,5,9.8,8.45,Kolkata Knight Riders,bat,0,25,1
Mumbai Indians,Punjab Kings,Chandigarh,197,149,6,7,7.84,48.0,Punjab Kings,field,0,46,0
Gujarat Titans,Delhi Capitals,Chandigarh,151,30,89,9,5.81,8.16,Delhi Capitals,field,1,30,1
Mumbai Indians,Sunrisers Hyderabad,Chennai,210,65,69,5,7.65,12.61,Sunrisers Hyderabad,field,0,62,1
Gujarat Titans,Royal Challengers Bangalore,Kolkata,155,101,18,2,5.94,18.0,Gujarat Titans,bat,0,38,0
Lucknow Super Giants,Rajasthan Royals,Ahmedabad,228,146,36,3,10.43,13.67,Rajasthan Royals,field,0,27,0
Mumbai Indians,Delhi Capitals,Bangalore,185,114,51,6,9.91,8.35,Mumbai Indians,bat,0,31,1
Royal Challengers Bangalore,Delhi Capitals,Mumbai,219,148,44,10,11.68,9.68,Delhi Capitals,field,0,35,1
Lucknow Super Giants,Sunrisers Hyderabad,Bangalore,159,49,71,5,6.0,9.3,Sunrisers Hyderabad,field,0,49,1
Punjab Kings,Sunrisers Hyderabad,Ahmedabad,143,42,89,7,8.13,6.81,Punjab Kings,bat,1,31,1
Punjab Kings,Kolkata Knight Riders,Mumbai,172,49,87,7,8.91,8.48,Kolkata Knight Riders,field,1,49,1
Royal Challengers Bangalore,Kolkata Knight Riders,Chennai,228,146,39,9,10.81,12.62,Kolkata Knight Riders,bat,0,49,1
Gujarat Titans,Mumbai Indians,Chandigarh,193,117,18,10,6.88,25.33,Gujarat Titans,field,0,29,1
Royal Challengers Bangalore,Delhi Capitals,Jaipur,174,127,41,4,9.65,6.88,Delhi Capitals,field,0,27,1
Delhi Capitals,Gujarat Titans,Lucknow,145,113,26,3,7.21,7.38,Delhi Capitals,field,0,54,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,195,88,72,10,11.0,8.92,Kolkata Knight Riders,bat,0,34,1
Kolkata Knight Riders,Punjab Kings,Chennai,180,54,84,9,9.0,9.0,Punjab Kings,bat,0,36,1
Royal Challengers Bangalore,Lucknow Super Giants,Kolkata,141,95,30,2,6.33,9.2,Lucknow Super Giants,bat,0,46,1
Chennai Super Kings,Delhi Capitals,Jaipur,175,64,83,7,10.38,8.02,Delhi Capitals,field,0,55,1
Chennai Super Kings,Gujarat Titans,Hyderabad,140,139,10,1,7.58,0.6,Gujarat Titans,field,0,31,1
Lucknow Super Giants,Rajasthan Royals,Hyderabad,194,150,23,5,9.28,11.48,Lucknow Super Giants,field,0,48,1
Delhi Capitals,Punjab Kings,Jaipur,222,197,30,7,13.13,5.0,Punjab Kings,bat,0,56,1
Lucknow Super Giants,Gujarat Titans,Chennai,209,115,58,7,11.13,9.72,Lucknow Super Giants,field,0,53,1
Kolkata Knight Riders,Punjab Kings,Ahmedabad,181,160,29,6,10.55,4.34,Kolkata Knight Riders,field,0,52,1
Lucknow Super Giants,Mumbai Indians,Jaipur,180,126,23,5,7.79,14.09,Mumbai Indians,bat,0,64,1
Gujarat Titans,Sunrisers Hyderabad,Jaipur,173,77,69,9,9.06,8.35,Sunrisers Hyderabad,bat,0,57,1
Delhi Capitals,Gujarat Titans,Kolkata,226,102,57,7,9.71,13.05,Gujarat Titans,field,0,61,1
Delhi Capitals,Kolkata Knight Riders,Ahmedabad,218,128,53,5,11.46,10.19,Delhi Capitals,bat,0,48,1
Chennai Super Kings,Punjab Kings,Delhi,197,196,12,8,10.89,0.5,Chennai Super Kings,bat,0,32,1
Kolkata Knight Riders,Delhi Capitals,Chennai,210,67,87,10,12.18,9.86,Kolkata Knight Riders,bat,1,42,1
Lucknow Super Giants,Chennai Super Kings,Jaipur,227,171,24,10,10.69,14.0,Lucknow Super Giants,bat,0,59,1
Royal Challengers Bangalore,Gujarat Titans,Ahmedabad,156,55,64,7,5.89,9.47,Gujarat Titans,bat,0,30,1
Gujarat Titans,Royal Challengers Bangalore,Mumbai,199,109,29,10,7.19,18.62,Royal Challengers Bangalore,bat,0,47,1
Delhi Capitals,Lucknow Super Giants,Lucknow,215,192,12,5,10.67,11.5,Delhi Capitals,bat,0,40,1
Chennai Super Kings,Punjab Kings,Lucknow,144,81,63,9,8.53,6.0,Chennai Super Kings,bat,0,31,1
Punjab Kings,Royal Challengers Bangalore,Lucknow,174,135,23,9,8.35,10.17,Punjab Kings,field,0,29,1
Gujarat Titans,Kolkata Knight Riders,Kolkata,210,192,24,3,12.0,4.5,Kolkata Knight Riders,field,0,35,1
Sunrisers Hyderabad,Punjab Kings,Mumbai,204,203,5,8,10.59,1.2,Sunrisers Hyderabad,field,0,61,1
Chennai Super Kings,Delhi Capitals,Chandigarh,195,110,25,4,6.95,20.4,Delhi Capitals,field,0,46,0
Gujarat Titans,Delhi Capitals,Ahmedabad,166,148,11,5,8.15,9.82,Gujarat Titans,bat,0,39,1
Rajasthan Royals,Lucknow Super Giants,Chandigarh,205,204,15,3,11.66,0.4,Rajasthan Royals,field,0,30,1
Punjab Kings,Kolkata Knight Riders,Chennai,223,160,17,4,9.32,22.24,Punjab Kings,bat,0,41,0
Mumbai Indians,Rajasthan Royals,Jaipur,152,115,29,1,7.58,7.66,Rajasthan Royals,bat,0,46,1
Rajasthan Royals,Punjab Kings,Mumbai,187,94,60,8,9.4,9.3,Punjab Kings,bat,0,45,1
Mumbai Indians,Gujarat Titans,Chandigarh,165,52,68,6,6.0,9.97,Mumbai Indians,field,0,28,1
Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,147,34,82,10,5.37,8.27,Lucknow Super Giants,field,0,33,1
Gujarat Titans,Lucknow Super Giants,Kolkata,209,208,11,6,11.45,0.55,Gujarat Titans,bat,0,48,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,212,68,68,8,7.85,12.71,Mumbai Indians,bat,0,32,1
Mumbai Indians,Royal Challengers Bangalore,Kolkata,156,100,15,6,5.71,22.4,Royal Challengers Bangalore,bat,0,48,0
Kolkata Knight Riders,Delhi Capitals,Ahmedabad,176,55,87,8,10.0,8.34,Delhi Capitals,bat,1,51,1
Rajasthan Royals,Delhi Capitals,Ahmedabad,206,83,72,9,10.38,10.25,Rajasthan Royals,bat,0,44,1
Lucknow Super Giants,Punjab Kings,Chandigarh,224,60,86,7,10.59,11.44,Punjab Kings,bat,1,43,1
Royal Challengers Bangalore,Kolkata Knight Riders,Hyderabad,181,176,7,6,9.35,4.29,Kolkata Knight Riders,field,0,50,1
Delhi Capitals,Gujarat Titans,Hyderabad,144,105,11,2,5.78,21.27,Gujarat Titans,field,0,50,0
Punjab Kings,Sunrisers Hyderabad,Mumbai,176,133,3,7,6.82,86.0,Punjab Kings,field,0,60,0
Delhi Capitals,Sunrisers Hyderabad,Mumbai,223,187,21,5,11.33,10.29,Delhi Capitals,field,0,55,1
Kolkata Knight Riders,Royal Challengers Bangalore,Lucknow,156,71,45,4,5.68,11.33,Royal Challengers Bangalore,field,0,52,1
Kolkata Knight Riders,Punjab Kings,Ahmedabad,166,68,61,5,6.92,9.64,Kolkata Knight Riders,bat,0,29,1
Rajasthan Royals,Punjab Kings,Jaipur,202,45,89,10,8.71,10.58,Punjab Kings,bat,1,45,1
Lucknow Super Giants,Royal Challengers Bangalore,Chandigarh,210,71,75,8,9.47,11.12,Lucknow Super Giants,bat,0,28,1
Gujarat Titans,Delhi Capitals,Ahmedabad,227,83,80,9,12.45,10.8,Gujarat Titans,bat,0,42,1
Royal Challengers Bangalore,Mumbai Indians,Jaipur,218,79,77,10,11.02,10.83,Mumbai Indians,field,0,43,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,148,119,28,2,7.76,6.21,Royal Challengers Bangalore,field,0,31,1
Mumbai Indians,Delhi Capitals,Jaipur,192,104,53,8,9.31,9.96,Mumbai Indians,field,0,26,1
Sunrisers Hyderabad,Gujarat Titans,Kolkata,173,106,29,3,6.99,13.86,Gujarat Titans,field,0,25,1
Chennai Super Kings,Punjab Kings,Kolkata,194,60,72,6,7.5,11.17,Punjab Kings,field,0,47,1
Delhi Capitals,Punjab Kings,Hyderabad,205,102,51,9,8.87,12.12,Punjab Kings,bat,0,26,1
Mumbai Indians,Rajasthan Royals,Lucknow,157,125,23,3,7.73,8.35,Rajasthan Royals,field,0,29,1
Mumbai Indians,Punjab Kings,Hyderabad,183,106,54,7,9.64,8.56,Mumbai Indians,field,0,26,1
Mumbai Indians,Punjab Kings,Mumbai,200,138,14,7,7.81,26.57,Punjab Kings,bat,0,55,0
Royal Challengers Bangalore,Lucknow Super Giants,Chennai,165,40,85,8,6.86,8.82,Royal Challengers Bangalore,field,1,40,1
Lucknow Super Giants,Gujarat Titans,Chennai,187,158,35,8,11.15,4.97,Gujarat Titans,bat,0,37,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,211,93,63,6,9.79,11.24,Sunrisers Hyderabad,field,0,46,1
Chennai Super Kings,Sunrisers Hyderabad,Ahmedabad,160,104,20,4,6.24,16.8,Chennai Super Kings,field,0,33,0
Punjab Kings,Sunrisers Hyderabad,Mumbai,191,130,41,8,9.87,8.93,Punjab Kings,bat,0,37,1
Gujarat Titans,Delhi Capitals,Hyderabad,140,114,15,9,6.51,10.4,Gujarat Titans,bat,0,47,1
Chennai Super Kings,Royal Challengers Bangalore,Delhi,140,98,27,3,6.32,9.33,Royal Challengers Bangalore,bat,0,38,1
Lucknow Super Giants,Delhi Capitals,Bangalore,207,154,9,2,8.32,35.33,Lucknow Super Giants,bat,0,54,0
Delhi Capitals,Lucknow Super Giants,Chandigarh,198,97,51,9,8.43,11.88,Lucknow Super Giants,bat,0,64,1
Lucknow Super Giants,Delhi Capitals,Delhi,213,147,20,6,8.82,19.8,Delhi Capitals,field,0,56,0
Mumbai Indians,Chennai Super Kings,Bangalore,180,65,78,6,9.29,8.85,Chennai Super Kings,field,0,50,1
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,187,63,82,7,9.95,9.07,Kolkata Knight Riders,bat,0,42,1
Royal Challengers Bangalore,Lucknow Super Giants,Kolkata,219,118,44,9,9.32,13.77,Lucknow Super Giants,bat,0,63,1
Mumbai Indians,Kolkata Knight Riders,Chandigarh,178,127,23,2,7.86,13.3,Kolkata Knight Riders,bat,0,41,1
Delhi Capitals,Punjab Kings,Jaipur,226,87,62,5,9.0,13.45,Delhi Capitals,bat,0,52,1
Punjab Kings,Lucknow Super Giants,Lucknow,207,167,22,5,10.22,10.91,Punjab Kings,field,0,64,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,219,70,77,10,9.77,11.61,Sunrisers Hyderabad,bat,0,58,1
Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,212,101,46,7,8.19,14.48,Sunrisers Hyderabad,bat,0,52,1
Kolkata Knight Riders,Rajasthan Royals,Chennai,150,141,9,1,7.62,6.0,Rajasthan Royals,field,0,63,0
Delhi Capitals,Rajasthan Royals,Delhi,151,142,25,8,8.97,2.16,Rajasthan Royals,bat,0,38,1
Delhi Capitals,Chennai Super Kings,Chennai,198,153,29,3,10.09,9.31,Chennai Super Kings,bat,0,37,1
Punjab Kings,Royal Challengers Bangalore,Delhi,160,108,33,10,7.45,9.45,Punjab Kings,bat,0,46,1
Lucknow Super Giants,Rajasthan Royals,Delhi,229,100,72,8,12.5,10.75,Rajasthan Royals,field,0,43,1
Lucknow Super Giants,Royal Challengers Bangalore,Bangalore,176,103,37,8,7.45,11.84,Royal Challengers Bangalore,field,0,48,1
Delhi Capitals,Sunrisers Hyderabad,Chennai,229,127,26,8,8.11,23.54,Sunrisers Hyderabad,bat,0,54,0
Chennai Super Kings,Kolkata Knight Riders,Ahmedabad,206,84,63,8,8.84,11.62,Kolkata Knight Riders,bat,0,37,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,219,118,45,3,9.44,13.47,Royal Challengers Bangalore,bat,0,56,0
Sunrisers Hyderabad,Lucknow Super Giants,Hyderabad,226,83,62,5,8.59,13.84,Lucknow Super Giants,field,0,56,0
Royal Challengers Bangalore,Lucknow Super Giants,Ahmedabad,150,37,81,7,5.69,8.37,Royal Challengers Bangalore,bat,0,29,1
Sunrisers Hyderabad,Punjab Kings,Kolkata,175,55,87,9,10.0,8.28,Sunrisers Hyderabad,bat,1,34,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,205,184,20,6,11.04,6.3,Rajasthan Royals,bat,0,32,1
Rajasthan Royals,Punjab Kings,Hyderabad,185,65,76,10,8.86,9.47,Rajasthan Royals,bat,0,54,1
Rajasthan Royals,Mumbai Indians,Chennai,143,62,60,5,6.2,8.1,Mumbai Indians,field,0,61,1
Gujarat Titans,Lucknow Super Giants,Chandigarh,223,191,33,3,13.17,5.82,Lucknow Super Giants,bat,0,55,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,210,192,12,4,10.67,9.0,Royal Challengers Bangalore,bat,0,60,1
Lucknow Super Giants,Rajasthan Royals,Hyderabad,155,63,69,6,7.41,8.0,Lucknow Super Giants,field,0,57,1
Punjab Kings,Delhi Capitals,Delhi,185,49,77,9,6.84,10.6,Punjab Kings,bat,0,49,1
